item,value,coordinate_location
http://www.wikidata.org/entity/Q230223,CO-ARA,Point(-70.75 7.083333333)
http://www.wikidata.org/entity/Q230882,CO-ATL,Point(-74.783333333 10.983333333)
http://www.wikidata.org/entity/Q231151,DZ-37,Point(-8.133333333 27.683333333)
http://www.wikidata.org/entity/Q231752,DZ-02,Point(1.333333333 36.166666666)
http://www.wikidata.org/entity/Q234167,SA-02,Point(41.0 21.5)
http://www.wikidata.org/entity/Q234912,CO-COR,Point(-75.883333333 8.75)
http://www.wikidata.org/entity/Q235362,BO-N,Point(-67.183333333 -11.183333333)
http://www.wikidata.org/entity/Q235563,SY-RA,Point(38.9 36.0)
http://www.wikidata.org/entity/Q235705,DZ-04,Point(7.116666666 35.883333333)
http://www.wikidata.org/entity/Q22,GB-SCT,Point(-5.0 57.0)
http://www.wikidata.org/entity/Q25,GB-WLS,Point(-3.633333333 52.35)
http://www.wikidata.org/entity/Q26,GB-NIR,Point(-6.75 54.683333333)
http://www.wikidata.org/entity/Q269,UZ-TK,Point(69.266666666 41.3)
http://www.wikidata.org/entity/Q613,AE-DU,Point(55.311666666 25.264444444)
http://www.wikidata.org/entity/Q1113,BE-VWV,Point(3.0 51.0)
http://www.wikidata.org/entity/Q1122,BE-WBR,Point(4.583333333 50.666666666)
http://www.wikidata.org/entity/Q1125,BE-WNA,Point(4.85 50.466666666)
http://www.wikidata.org/entity/Q1127,BE-WLG,Point(5.566666666 50.633333333)
http://www.wikidata.org/entity/Q1129,BE-WHT,Point(3.916666666 50.5)
http://www.wikidata.org/entity/Q1165,IN-BR,Point(85.13 25.37)
http://www.wikidata.org/entity/Q1168,IN-CT,Point(81.6 21.27)
http://www.wikidata.org/entity/Q1196,DE-MV,Point(12.7 53.616666666)
http://www.wikidata.org/entity/Q1198,DE-NW,Point(7.55 51.466666666)
http://www.wikidata.org/entity/Q1208,DE-BB,Point(13.008055555 52.361944444)
http://www.wikidata.org/entity/Q1823,ID-AC,Point(96.9 4.3)
http://www.wikidata.org/entity/Q1979,CA-PE,Point(-63.0 46.25)
http://www.wikidata.org/entity/Q2140,ID-SU,Point(99.0 2.0)
http://www.wikidata.org/entity/Q3105,FR-88,Point(6.416666666 48.166666666)
http://www.wikidata.org/entity/Q3120,FR-39,Point(5.554444 46.675278)
http://www.wikidata.org/entity/Q3131,FR-04,Point(6.24 44.095277777)
http://www.wikidata.org/entity/Q3148,FR-07,Point(4.416666666 44.666666666)
http://www.wikidata.org/entity/Q3224,AU-NSW,Point(147.0 -32.0)
http://www.wikidata.org/entity/Q3266,FR-16,Point(0.333333333 45.833333333)
http://www.wikidata.org/entity/Q3336,FR-2A,Point(9.033333333 41.85)
http://www.wikidata.org/entity/Q3357,FR-24,Point(0.666666666 45.0)
http://www.wikidata.org/entity/Q3630,ID-JK,Point(106.84513 -6.21462)
http://www.wikidata.org/entity/Q3795,ID-KA,
http://www.wikidata.org/entity/Q3891,ID-KT,Point(113.916666666 -2.216666666)
http://www.wikidata.org/entity/Q3934,ES-AS,Point(-6.0 43.333333333)
http://www.wikidata.org/entity/Q4018,ES-NA,Point(-1.65 42.816666666)
http://www.wikidata.org/entity/Q4018,ES-NC,Point(-1.65 42.816666666)
http://www.wikidata.org/entity/Q4093,GB-GLG,Point(-4.25 55.86)
http://www.wikidata.org/entity/Q5062,ID-NB,Point(116.116666666 -8.583333333)
http://www.wikidata.org/entity/Q5068,ID-SA,Point(124.833333333 1.25)
http://www.wikidata.org/entity/Q5694,FI-05,Point(28.0 64.5)
http://www.wikidata.org/entity/Q5765,ES-IB,Point(3.0 39.5)
http://www.wikidata.org/entity/Q23092,GB-NTT,Point(-1.0 53.166666666)
http://www.wikidata.org/entity/Q23204,GB-HAM,Point(-1.25 51.083333333)
http://www.wikidata.org/entity/Q54184,PL-28,Point(20.816666666 53.85)
http://www.wikidata.org/entity/Q241462,SI-033,Point(16.298055555 46.825)
http://www.wikidata.org/entity/Q457261,AG-11,Point(-62.346039 16.938646)
http://www.wikidata.org/entity/Q539864,SI-095,Point(14.416666666 46.3)
http://www.wikidata.org/entity/Q999530,SI-184,Point(15.01833333 46.23611111)
http://www.wikidata.org/entity/Q1016826,SI-115,Point(15.766666666 46.466666666)
http://www.wikidata.org/entity/Q1276793,SI-010,Point(16.085277777 46.653055555)
http://www.wikidata.org/entity/Q1809612,SI-137,Point(15.295693366 46.381624902)
http://www.wikidata.org/entity/Q2395952,LV-044,Point(27.68472222 56.78388889)
http://www.wikidata.org/entity/Q2424657,ML-10,Point(-4.0 22.7)
http://www.wikidata.org/entity/Q2499228,DO-01,Point(-69.983333333 18.5)
http://www.wikidata.org/entity/Q2554877,WF-SG,Point(-178.166666666 -14.3)
http://www.wikidata.org/entity/Q2554877,WF-SG,Point(-178.166666666 -14.266666666)
http://www.wikidata.org/entity/Q2598899,CZ-103,Point(14.454166666 50.084444444)
http://www.wikidata.org/entity/Q2682731,TZ-28,Point(31.33333333 -6.4)
http://www.wikidata.org/entity/Q2705535,BS-NE,Point(-76.683333333 25.466666666)
http://www.wikidata.org/entity/Q3019837,LV-011,Point(24.333333333 57.066666666)
http://www.wikidata.org/entity/Q3125978,ID-BA,Point(115.0 -8.5)
http://www.wikidata.org/entity/Q3241674,SC-05,Point(55.516666666 -4.741666666)
http://www.wikidata.org/entity/Q3241674,SC-05,Point(55.516666666 -4.733333333)
http://www.wikidata.org/entity/Q3321614,UG-122,Point(31.81666667 -0.1)
http://www.wikidata.org/entity/Q3321637,UG-121,Point(31.9167 0.183333)
http://www.wikidata.org/entity/Q3321998,UG-228,Point(34.51666667 1.41666667)
http://www.wikidata.org/entity/Q3435104,SI-070,Point(15.65 46.55)
http://www.wikidata.org/entity/Q3441842,SI-036,Point(14.02211 46.00132)
http://www.wikidata.org/entity/Q3441849,SI-133,Point(15.1105 46.3621)
http://www.wikidata.org/entity/Q3487128,SI-211,Point(15.091666666 45.975)
http://www.wikidata.org/entity/Q3490834,CZ-115,Point(14.556666666 50.046666666)
http://www.wikidata.org/entity/Q3490864,CZ-111,Point(14.531666666 50.028611111)
http://www.wikidata.org/entity/Q3494723,SI-078,Point(16.218958333 46.685105555)
http://www.wikidata.org/entity/Q3498074,CZ-117,Point(14.294722222 50.062777777)
http://www.wikidata.org/entity/Q3536116,UG-324,Point(34.95 1.95)
http://www.wikidata.org/entity/Q3656379,PH-DVO,Point(125.666666666 6.083333333)
http://www.wikidata.org/entity/Q3685412,LT-32,Point(24.35 55.733333)
http://www.wikidata.org/entity/Q4865016,ME-12,Point(18.94 42.78)
http://www.wikidata.org/entity/Q5061718,MV-CE,
http://www.wikidata.org/entity/Q5784126,SG-05,Point(103.71666667 1.31666667)
http://www.wikidata.org/entity/Q7333405,VN-49,Point(106.0 10.166666666)
http://www.wikidata.org/entity/Q9014817,SI-140,Point(14.3 45.96666667)
http://www.wikidata.org/entity/Q11068461,LV-080,Point(24.631666666 56.971944444)
http://www.wikidata.org/entity/Q11294004,GB-NWP,Point(-3.0 51.583333333)
http://www.wikidata.org/entity/Q13107298,SI-013,Point(14.36666667 45.8)
http://www.wikidata.org/entity/Q13365880,ME-18,Point(19.1 42.95)
http://www.wikidata.org/entity/Q13365880,ME-18,Point(19.09389 42.95639)
http://www.wikidata.org/entity/Q13365892,SI-156,Point(16.35 46.65)
http://www.wikidata.org/entity/Q13377731,SI-149,Point(15.66416667 46.05888889)
http://www.wikidata.org/entity/Q13378281,SI-134,Point(14.63333333 45.83333333)
http://www.wikidata.org/entity/Q13378288,SI-137,Point(15.3 46.38333333)
http://www.wikidata.org/entity/Q13378288,SI-137,Point(15.29472 46.40306)
http://www.wikidata.org/entity/Q13378373,SI-033,Point(16.298055555 46.825)
http://www.wikidata.org/entity/Q13378480,MC-SP,
http://www.wikidata.org/entity/Q14209513,BS-FC,Point(-78.0 24.58333333)
http://www.wikidata.org/entity/Q15631321,IQ-HA,Point(46.0 35.2)
http://www.wikidata.org/entity/Q15728745,YE-SU,Point(53.61199951 12.45100021)
http://www.wikidata.org/entity/Q16632169,TD-EE,Point(23.15 17.65)
http://www.wikidata.org/entity/Q18241891,IT-NA,Point(14.25 40.8333)
http://www.wikidata.org/entity/Q18678082,FR-NAQ,Point(-0.5888 44.8366)
http://www.wikidata.org/entity/Q20980352,CI-BS,Point(-6.638611 4.751389)
http://www.wikidata.org/entity/Q21003640,CI-GD,Point(-5.93333333 6.13333333)
http://www.wikidata.org/entity/Q21272736,GB-NTT,Point(-1.0 53.166666666)
http://www.wikidata.org/entity/Q21694653,GB-HAM,Point(-1.25 51.083333333)
http://www.wikidata.org/entity/Q26160406,IT-AG,Point(13.58944444 37.32166667)
http://www.wikidata.org/entity/Q44377523,UG-233,Point(33.91666667 1.2)
http://www.wikidata.org/entity/Q44593409,GL-AV,Point(-51.529780555 74.270119444)
http://www.wikidata.org/entity/Q52600648,NO-54,Point(22.5 69.666666666)
http://www.wikidata.org/entity/Q52600648,NO-54,Point(29.73029 70.08225)
http://www.wikidata.org/entity/Q649,RU-MOW,Point(37.617777777 55.755833333)
http://www.wikidata.org/entity/Q655,MX-CHH,Point(-106.439444444 28.814166666)
http://www.wikidata.org/entity/Q705,NL-ZE,Point(3.75 51.566666666)
http://www.wikidata.org/entity/Q1166,US-MI,Point(-85.58 44.34)
http://www.wikidata.org/entity/Q1186,IN-KL,Point(76.972 8.5074)
http://www.wikidata.org/entity/Q1227,US-NV,Point(-117.0 39.0)
http://www.wikidata.org/entity/Q1370,US-VA,Point(-79.0 37.5)
http://www.wikidata.org/entity/Q1428,US-GA,Point(-83.5 33.0)
http://www.wikidata.org/entity/Q1445,IN-TN,Point(78.0 11.0)
http://www.wikidata.org/entity/Q1505,IN-SK,Point(88.5 27.55)
http://www.wikidata.org/entity/Q1588,US-LA,Point(-92.0 31.0)
http://www.wikidata.org/entity/Q1603,US-KY,Point(-85.0 37.5)
http://www.wikidata.org/entity/Q1848,SM-07,Point(12.44845 43.932011111)
http://www.wikidata.org/entity/Q1875,RU-ARK,Point(43.0 63.5)
http://www.wikidata.org/entity/Q2292,RU-TVE,Point(34.616666666 57.15)
http://www.wikidata.org/entity/Q2702,RU-VLA,Point(40.616666666 56.083333333)
http://www.wikidata.org/entity/Q3817,KH-1,Point(103.0 13.75)
http://www.wikidata.org/entity/Q4478,PK-PB,Point(74.21 31.33)
http://www.wikidata.org/entity/Q5237,RU-SE,Point(44.233333333 43.183333333)
http://www.wikidata.org/entity/Q5267,RU-KB,Point(43.4 43.583333333)
http://www.wikidata.org/entity/Q5545,RU-PNZ,Point(44.566666666 53.25)
http://www.wikidata.org/entity/Q5824,RU-TYU,Point(69.0 57.833333333)
http://www.wikidata.org/entity/Q5971,RU-AL,Point(86.916666666 50.916666666)
http://www.wikidata.org/entity/Q6886,RU-AMU,Point(127.833333333 53.55)
http://www.wikidata.org/entity/Q7730,RU-YEV,Point(132.139167 48.478611)
http://www.wikidata.org/entity/Q7984,RU-CHU,Point(172.001 66.252778)
http://www.wikidata.org/entity/Q11736,CN-TJ,Point(117.205555555 39.146666666)
http://www.wikidata.org/entity/Q12094,CH-AI,Point(9.4 47.3)
http://www.wikidata.org/entity/Q12515,FR-30,Point(4.081666666 44.128055555)
http://www.wikidata.org/entity/Q12559,FR-38,Point(5.716666666 45.183333333)
http://www.wikidata.org/entity/Q12588,CU-03,Point(-82.0 22.0)
http://www.wikidata.org/entity/Q12679,FR-61,Point(0.0 48.7)
http://www.wikidata.org/entity/Q12717,FR-67,Point(7.783333333 48.816666666)
http://www.wikidata.org/entity/Q12738,CH-NE,Point(6.783333333 46.983333333)
http://www.wikidata.org/entity/Q12788,FR-94,Point(2.416666666 48.75)
http://www.wikidata.org/entity/Q13617,PH-03,Point(120.75 15.466666666)
http://www.wikidata.org/entity/Q13650,PH-40,Point(121.5 14.0)
http://www.wikidata.org/entity/Q13721,PH-AGS,Point(125.833333333 8.5)
http://www.wikidata.org/entity/Q13763,PH-CAN,Point(122.75 14.166666666)
http://www.wikidata.org/entity/Q13812,PH-IFU,Point(121.166666666 16.833333333)
http://www.wikidata.org/entity/Q13864,PH-NSA,Point(124.666666666 12.333333333)
http://www.wikidata.org/entity/Q13892,PH-TAR,Point(120.5 15.5)
http://www.wikidata.org/entity/Q13895,PH-ZMB,Point(120.166666666 15.333333333)
http://www.wikidata.org/entity/Q14424,HU-NK,Point(16.9975 46.455833333)
http://www.wikidata.org/entity/Q15124,IT-BZ,Point(11.33333334 46.50000001)
http://www.wikidata.org/entity/Q15175,CN-GD,Point(113.5 23.4)
http://www.wikidata.org/entity/Q15893,SI-064,Point(14.19583 45.92139)
http://www.wikidata.org/entity/Q15893,SI-064,Point(14.233333333 45.916666666)
http://www.wikidata.org/entity/Q16124,IT-BT,Point(16.283333333 41.316666666)
http://www.wikidata.org/entity/Q16160,IT-CH,Point(14.166666666 42.35)
http://www.wikidata.org/entity/Q16162,IT-CS,Point(16.25 39.3)
http://www.wikidata.org/entity/Q16241,IT-PU,Point(12.9133 43.91015)
http://www.wikidata.org/entity/Q16245,IT-PT,Point(10.916666666 43.933333333)
http://www.wikidata.org/entity/Q16268,IT-RN,Point(12.55275 44.059694444)
http://www.wikidata.org/entity/Q16289,IT-TN,Point(11.1257601 46.0664228)
http://www.wikidata.org/entity/Q16551,US-VT,Point(-72.7 44.0)
http://www.wikidata.org/entity/Q16575,UY-CL,Point(-54.167777777 -32.368055555)
http://www.wikidata.org/entity/Q16579,UY-SJ,Point(-56.710277777 -34.338888888)
http://www.wikidata.org/entity/Q16635,US-GU,Point(144.8 13.5)
http://www.wikidata.org/entity/Q16644,US-MP,Point(145.78 16.705)
http://www.wikidata.org/entity/Q16994,FR-PDL,Point(-0.833333333 47.466666666)
http://www.wikidata.org/entity/Q17915,AM-AG,Point(44.166666666 40.416666666)
http://www.wikidata.org/entity/Q18276,BA-09,Point(18.25 43.85)
http://www.wikidata.org/entity/Q18808,KP-01,Point(125.73 39.03)
http://www.wikidata.org/entity/Q20921,KR-30,Point(127.385 36.351)
http://www.wikidata.org/entity/Q20934,KR-28,Point(126.648611111 37.463888888)
http://www.wikidata.org/entity/Q22048,IN-OR,Point(85.5 20.15)
http://www.wikidata.org/entity/Q23287,GB-WSX,Point(-0.5 50.916666666)
http://www.wikidata.org/entity/Q23430,MN-1,Point(106.917222222 47.920277777)
http://www.wikidata.org/entity/Q26417,LY-SR,Point(16.587927777 31.204836111)
http://www.wikidata.org/entity/Q28235,NP-5,Point(80.933333333 29.266666666)
http://www.wikidata.org/entity/Q28576,NP-4,Point(87.333333333 26.983333333)
http://www.wikidata.org/entity/Q29135,BJ-MO,Point(1.716666666 6.633333333)
http://www.wikidata.org/entity/Q29147,BJ-AQ,Point(2.25 6.666666666)
http://www.wikidata.org/entity/Q29169,BJ-OU,Point(2.6 6.5)
http://www.wikidata.org/entity/Q30644,EG-DT,Point(31.72 31.4)
http://www.wikidata.org/entity/Q30650,EG-WAD,Point(27.173333333 24.545555555)
http://www.wikidata.org/entity/Q30832,EG-GZ,Point(29.67 29.26)
http://www.wikidata.org/entity/Q31075,EG-KB,Point(31.21 30.41)
http://www.wikidata.org/entity/Q32837,LY-TB,Point(13.316666666 32.65)
http://www.wikidata.org/entity/Q32841,LY-JA,Point(21.733333333 32.75)
http://www.wikidata.org/entity/Q33304,VN-29,Point(108.666666666 15.0)
http://www.wikidata.org/entity/Q36405,GB-ABE,Point(-2.1 57.15)
http://www.wikidata.org/entity/Q36409,VN-01,Point(103.25 22.283333333)
http://www.wikidata.org/entity/Q36446,VN-02,Point(104.166666666 22.3)
http://www.wikidata.org/entity/Q36681,VN-20,Point(106.333333333 20.5)
http://www.wikidata.org/entity/Q36685,VN-03,Point(105.0 22.75)
http://www.wikidata.org/entity/Q36725,VN-32,Point(109.166666666 13.166666666)
http://www.wikidata.org/entity/Q37985,AT-2,Point(13.8617 46.7525)
http://www.wikidata.org/entity/Q39507,MT-49,Point(14.478611111 35.909444444)
http://www.wikidata.org/entity/Q39517,BR-PA,Point(-52.8992 -4.754)
http://www.wikidata.org/entity/Q40030,BR-RS,Point(-53.16 -29.76)
http://www.wikidata.org/entity/Q40430,BR-BA,Point(-41.69 -12.52)
http://www.wikidata.org/entity/Q40816,LY-BA,Point(20.066666666 32.116666666)
http://www.wikidata.org/entity/Q41070,KR-44,Point(126.75 36.5)
http://www.wikidata.org/entity/Q309190,TZ-05,Point(31.3 -1.916666666)
http://www.wikidata.org/entity/Q321455,PT-02,Point(-7.866666666 38.016666666)
http://www.wikidata.org/entity/Q330850,AZ-BAL,Point(46.4 41.7167)
http://www.wikidata.org/entity/Q334686,TH-74,Point(100.273611111 13.547222222)
http://www.wikidata.org/entity/Q334836,TH-17,Point(100.411666666 14.893055555)
http://www.wikidata.org/entity/Q334884,LA-BK,Point(100.417 20.3)
http://www.wikidata.org/entity/Q335492,TH-70,Point(99.814444444 13.528888888)
http://www.wikidata.org/entity/Q367027,TV-NMG,Point(176.416666666 -6.333333333)
http://www.wikidata.org/entity/Q378829,NR-06,Point(166.914166666 -0.541666666)
http://www.wikidata.org/entity/Q386667,ZM-04,Point(29.0 -11.0)
http://www.wikidata.org/entity/Q388087,AZ-GYG,Point(46.3 40.583333333)
http://www.wikidata.org/entity/Q388280,YE-MW,Point(44.716666666 16.25)
http://www.wikidata.org/entity/Q388291,YE-SN,Point(44.2 15.35)
http://www.wikidata.org/entity/Q388318,YE-LA,Point(44.883333333 13.05)
http://www.wikidata.org/entity/Q389737,TZ-25,Point(38.25 -5.0)
http://www.wikidata.org/entity/Q391428,SI-183,Point(13.65 45.916666666)
http://www.wikidata.org/entity/Q404943,LT-35,Point(21.886111111 55.938888888)
http://www.wikidata.org/entity/Q405378,MH-ALK,Point(169.933333333 10.316666666)
http://www.wikidata.org/entity/Q457494,AZ-DAS,Point(46.082777777 40.518055555)
http://www.wikidata.org/entity/Q458417,LB-NA,Point(35.466666666 33.366666666)
http://www.wikidata.org/entity/Q464718,SA-10,Point(44.132222222 17.491666666)
http://www.wikidata.org/entity/Q465940,LA-SV,Point(105.78 16.54)
http://www.wikidata.org/entity/Q465961,LA-OU,Point(101.816667 20.7)
http://www.wikidata.org/entity/Q475038,EC-W,Point(-91.040833333 -0.560277777)
http://www.wikidata.org/entity/Q476222,TH-14,Point(100.559444444 14.349444444)
http://www.wikidata.org/entity/Q478813,GL-KU,Point(-45.0 61.0)
http://www.wikidata.org/entity/Q482779,TR-28,Point(38.594444444 40.579722222)
http://www.wikidata.org/entity/Q483154,TR-27,Point(37.33333 37.08333)
http://www.wikidata.org/entity/Q487372,UZ-BU,Point(63.666666666 40.166666666)
http://www.wikidata.org/entity/Q487537,UZ-SU,Point(67.5 38.0)
http://www.wikidata.org/entity/Q487570,UZ-NW,Point(64.25 42.0)
http://www.wikidata.org/entity/Q487640,KG-J,Point(72.25 41.25)
http://www.wikidata.org/entity/Q487709,SS-EC,Point(31.201111 4.346389)
http://www.wikidata.org/entity/Q494726,CV-SO,Point(-23.6 15.066666666)
http://www.wikidata.org/entity/Q495342,MM-13,Point(97.75 17.0)
http://www.wikidata.org/entity/Q499465,TZ-17,Point(39.0 -10.666666666)
http://www.wikidata.org/entity/Q499475,EC-D,Point(-75.666666666 -0.933333333)
http://www.wikidata.org/entity/Q502341,CM-NO,Point(13.395555555 9.320555555)
http://www.wikidata.org/entity/Q502997,LA-HO,Point(103.833 20.3333)
http://www.wikidata.org/entity/Q504666,EC-M,Point(-80.4506 -1.052219444)
http://www.wikidata.org/entity/Q505610,GB-FLN,Point(-3.143166666 53.217469444)
http://www.wikidata.org/entity/Q506036,BZ-OW,Point(-88.833333333 17.833333333)
http://www.wikidata.org/entity/Q506049,BZ-TOL,Point(-88.75 16.333333333)
http://www.wikidata.org/entity/Q506808,NG-EB,Point(8.083333333 6.25)
http://www.wikidata.org/entity/Q512036,GB-BUR,Point(-2.298055555 53.592777777)
http://www.wikidata.org/entity/Q513104,FJ-05,Point(-178.5 -18.33333333)
http://www.wikidata.org/entity/Q519580,LV-026,Point(23.23333333 56.65)
http://www.wikidata.org/entity/Q526176,PY-2,Point(-57.083333333 -24.1)
http://www.wikidata.org/entity/Q529796,MA-14,Point(-10.066666666 28.15)
http://www.wikidata.org/entity/Q536396,SD-GK,Point(28.15 12.0)
http://www.wikidata.org/entity/Q538500,CZ-511,Point(14.537222222 50.686666666)
http://www.wikidata.org/entity/Q547997,TV-NUI,Point(177.15 -7.216666666)
http://www.wikidata.org/entity/Q574952,LR-GK,Point(-8.25 4.916666666)
http://www.wikidata.org/entity/Q580538,UG-408,Point(29.7 -1.25)
http://www.wikidata.org/entity/Q586818,NI-LE,Point(-86.883333333 12.433333333)
http://www.wikidata.org/entity/Q591194,PY-8,Point(-57.166666666 -26.633333333)
http://www.wikidata.org/entity/Q592251,LR-GP,Point(-10.416666666 7.166666666)
http://www.wikidata.org/entity/Q594929,CZ-314,Point(14.1475 49.308333333)
http://www.wikidata.org/entity/Q599606,MA-JDI,Point(-8.6737 33.0478)
http://www.wikidata.org/entity/Q600840,BI-KI,Point(30.094166666 -2.551944444)
http://www.wikidata.org/entity/Q611656,MD-RI,Point(27.416666666 47.916666666)
http://www.wikidata.org/entity/Q613345,KH-21,Point(104.783333333 10.983333333)
http://www.wikidata.org/entity/Q622799,MZ-A,Point(36.5 -13.25)
http://www.wikidata.org/entity/Q623302,GN-DL,Point(-12.25 10.6873)
http://www.wikidata.org/entity/Q623302,GN-DL,Point(-12.25 10.6917)
http://www.wikidata.org/entity/Q633565,JM-05,Point(-76.9 18.316666666)
http://www.wikidata.org/entity/Q637778,MA-SAF,Point(-9.239158333 32.300483333)
http://www.wikidata.org/entity/Q640080,GB-ARD,Point(-5.747 54.521)
http://www.wikidata.org/entity/Q641460,GL-QA,Point(-57.0 76.0)
http://www.wikidata.org/entity/Q650009,SI-175,Point(14.983333333 46.55)
http://www.wikidata.org/entity/Q650682,GB-DEN,Point(-3.354444444 53.086666666)
http://www.wikidata.org/entity/Q652867,KH-5,Point(104.5 11.45)
http://www.wikidata.org/entity/Q657318,KN-07,Point(-62.5975 17.126111)
http://www.wikidata.org/entity/Q661405,TT-ARI,Point(-61.279166666 10.625)
http://www.wikidata.org/entity/Q666142,NZ-TAS,Point(172.8 -41.5)
http://www.wikidata.org/entity/Q667153,MW-DE,Point(34.333333333 -14.166666666)
http://www.wikidata.org/entity/Q671442,CD-BN,Point(18.8076195 -4.163679)
http://www.wikidata.org/entity/Q682777,NG-YO,Point(11.5 12.0)
http://www.wikidata.org/entity/Q691741,LU-LU,Point(6.1 49.6)
http://www.wikidata.org/entity/Q703627,MH-NMU,Point(168.173611111 7.983333333)
http://www.wikidata.org/entity/Q712011,LT-39,Point(21.951944444 55.725)
http://www.wikidata.org/entity/Q720030,RS-04,Point(20.633333333 44.866666666)
http://www.wikidata.org/entity/Q721431,JO-BA,Point(35.766111 32.057778)
http://www.wikidata.org/entity/Q726917,NZ-AUK,Point(174.783333333 -36.9)
http://www.wikidata.org/entity/Q728022,NI-NS,Point(-86.185 13.756944444)
http://www.wikidata.org/entity/Q728947,BT-31,Point(90.266666666 26.883333333)
http://www.wikidata.org/entity/Q734030,AZ-KAN,Point(45.11261 39.406489)
http://www.wikidata.org/entity/Q738061,SN-LG,Point(-15.516666666 15.266666666)
http://www.wikidata.org/entity/Q741025,CF-BB,Point(20.666666666 8.416666666)
http://www.wikidata.org/entity/Q744138,HN-LE,Point(-88.583333333 14.583333333)
http://www.wikidata.org/entity/Q745924,TV-NKF,Point(178.5 -8.0)
http://www.wikidata.org/entity/Q748078,GB-NTL,Point(-3.745 51.645555555)
http://www.wikidata.org/entity/Q748486,ZM-01,Point(23.752222222 -16.056111111)
http://www.wikidata.org/entity/Q753689,PG-SAN,Point(141.5 -3.666666666)
http://www.wikidata.org/entity/Q753917,LU-ME,Point(6.127222222 49.756388888)
http://www.wikidata.org/entity/Q754448,BT-13,Point(89.166666666 27.25)
http://www.wikidata.org/entity/Q758056,GR-I,Point(23.7 38.0)
http://www.wikidata.org/entity/Q765975,GT-CM,Point(-90.982066666 14.563316666)
http://www.wikidata.org/entity/Q810484,CF-BK,Point(21.5 5.0)
http://www.wikidata.org/entity/Q821008,DJ-AS,Point(42.716389 11.142778)
http://www.wikidata.org/entity/Q235727,DZ-24,Point(7.447222 36.463889)
http://www.wikidata.org/entity/Q236263,TH-91,Point(100.066944444 6.623888888)
http://www.wikidata.org/entity/Q236769,TH-81,Point(98.916944444 8.057777777)
http://www.wikidata.org/entity/Q236772,DZ-41,Point(8.0 36.383333333)
http://www.wikidata.org/entity/Q236788,DZ-36,Point(8.316666666 36.766666666)
http://www.wikidata.org/entity/Q236845,AL-MM,Point(19.583333333 42.35)
http://www.wikidata.org/entity/Q236850,AL-MR,Point(19.983333333 41.8)
http://www.wikidata.org/entity/Q244618,TH-56,Point(99.879444444 19.191666666)
http://www.wikidata.org/entity/Q244628,TH-77,Point(99.783333333 11.8)
http://www.wikidata.org/entity/Q244652,TH-54,Point(100.140555555 18.145)
http://www.wikidata.org/entity/Q249252,AZ-ZAN,Point(46.69694444 39.06555556)
http://www.wikidata.org/entity/Q266411,DZ-34,Point(4.766666666 36.066666666)
http://www.wikidata.org/entity/Q283979,DJ-DI,Point(42.370278 11.099722)
http://www.wikidata.org/entity/Q1734717,MA-OUJ,Point(-1.91666667 34.68333333)
http://www.wikidata.org/entity/Q258028,MT-05,Point(14.527777777 35.826666666)
http://www.wikidata.org/entity/Q267431,MT-26,Point(14.494722222 35.883333333)
http://www.wikidata.org/entity/Q269270,TH-58,Point(97.964444444 19.288055555)
http://www.wikidata.org/entity/Q269973,SA-09,Point(42.5 17.5)
http://www.wikidata.org/entity/Q271529,TH-11,Point(100.596666666 13.599444444)
http://www.wikidata.org/entity/Q272947,TR-19,Point(34.954006 40.552051)
http://www.wikidata.org/entity/Q275740,TH-71,Point(99.549166666 14.004166666)
http://www.wikidata.org/entity/Q276574,TN-41,Point(10.1 35.666666666)
http://www.wikidata.org/entity/Q282471,SO-BK,Point(43.549722222 4.346388888)
http://www.wikidata.org/entity/Q309339,TZ-12,Point(38.5 -9.5)
http://www.wikidata.org/entity/Q311371,SD-NW,Point(32.3333 13.45)
http://www.wikidata.org/entity/Q318102,TN-52,Point(10.833333333 35.783333333)
http://www.wikidata.org/entity/Q318666,KE-200,Point(37.0 -0.75)
http://www.wikidata.org/entity/Q320378,GB-STN,Point(-0.194722222 51.361666666)
http://www.wikidata.org/entity/Q321863,EC-I,Point(-78.133333333 0.35)
http://www.wikidata.org/entity/Q322792,PT-13,Point(-8.61 41.15)
http://www.wikidata.org/entity/Q326214,PT-16,Point(-8.83 41.695)
http://www.wikidata.org/entity/Q327087,TN-82,Point(10.505278 33.354722)
http://www.wikidata.org/entity/Q327730,TH-22,Point(102.102777777 12.610277777)
http://www.wikidata.org/entity/Q328187,YE-DA,Point(44.716666666 13.7)
http://www.wikidata.org/entity/Q330800,AZ-AGU,Point(48.3999 40.5694)
http://www.wikidata.org/entity/Q330857,AZ-BAR,Point(47.11666667 40.36666667)
http://www.wikidata.org/entity/Q331701,SI-001,Point(13.912817 45.885789)
http://www.wikidata.org/entity/Q332095,SS-BW,Point(25.866666666 7.883333333)
http://www.wikidata.org/entity/Q332392,ML-7,Point(0.351389 17.098611)
http://www.wikidata.org/entity/Q335471,EC-F,Point(-78.833333333 -2.733333333)
http://www.wikidata.org/entity/Q343001,MT-18,Point(14.489444444 35.886111111)
http://www.wikidata.org/entity/Q367864,MA-NAD,Point(-2.930833333 35.178333333)
http://www.wikidata.org/entity/Q370390,SI-141,Point(15.166666666 46.6)
http://www.wikidata.org/entity/Q373528,PT-04,Point(-6.75917 41.8072)
